"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY NEXT 50","26 Oct 2007","21.20","4.35","0.88"
"NIFTY NEXT 50","25 Oct 2007","20.61","4.21","0.91"
"NIFTY NEXT 50","24 Oct 2007","20.53","4.18","0.92"
"NIFTY NEXT 50","23 Oct 2007","20.45","4.15","0.92"
"NIFTY NEXT 50","22 Oct 2007","19.14","3.88","0.99"
"NIFTY NEXT 50","19 Oct 2007","19.12","3.86","0.99"
"NIFTY NEXT 50","18 Oct 2007","20.02","4.03","0.95"
"NIFTY NEXT 50","17 Oct 2007","20.85","4.20","0.91"
"NIFTY NEXT 50","16 Oct 2007","21.63","4.35","0.88"
"NIFTY NEXT 50","15 Oct 2007","21.86","4.51","0.89"
"NIFTY NEXT 50","12 Oct 2007","21.51","4.41","0.92"
"NIFTY NEXT 50","11 Oct 2007","21.92","4.49","0.90"
"NIFTY NEXT 50","10 Oct 2007","21.53","4.42","0.91"
"NIFTY NEXT 50","09 Oct 2007","21.02","4.31","0.94"
"NIFTY NEXT 50","08 Oct 2007","20.17","4.14","0.98"
"NIFTY NEXT 50","05 Oct 2007","20.95","4.30","0.94"
"NIFTY NEXT 50","04 Oct 2007","21.49","4.41","0.92"
"NIFTY NEXT 50","03 Oct 2007","21.67","4.44","0.91"
"NIFTY NEXT 50","01 Oct 2007","21.48","4.41","0.92"
"NIFTY NEXT 50","28 Sep 2007","21.06","4.32","0.93"
"NIFTY NEXT 50","27 Sep 2007","20.59","4.22","0.96"
"NIFTY NEXT 50","26 Sep 2007","20.68","4.24","0.95"
"NIFTY NEXT 50","25 Sep 2007","20.56","4.22","0.96"
"NIFTY NEXT 50","24 Sep 2007","20.60","4.23","0.96"
"NIFTY NEXT 50","21 Sep 2007","20.09","4.12","0.98"
"NIFTY NEXT 50","20 Sep 2007","19.96","4.09","0.99"
"NIFTY NEXT 50","19 Sep 2007","19.89","4.08","0.99"
"NIFTY NEXT 50","18 Sep 2007","19.45","3.99","1.01"
"NIFTY NEXT 50","17 Sep 2007","19.20","3.94","1.02"
"NIFTY NEXT 50","14 Sep 2007","19.14","3.93","1.03"
"NIFTY NEXT 50","13 Sep 2007","19.43","4.02","1.00"
"NIFTY NEXT 50","12 Sep 2007","19.14","3.96","1.02"
"NIFTY NEXT 50","11 Sep 2007","18.97","3.92","1.03"
"NIFTY NEXT 50","10 Sep 2007","19.03","3.93","1.03"
"NIFTY NEXT 50","07 Sep 2007","18.90","3.91","1.03"
"NIFTY NEXT 50","06 Sep 2007","19.13","3.95","1.02"
"NIFTY NEXT 50","05 Sep 2007","18.90","3.91","1.03"
"NIFTY NEXT 50","04 Sep 2007","18.96","3.92","1.03"
"NIFTY NEXT 50","03 Sep 2007","18.84","3.89","1.04"
"NIFTY NEXT 50","31 Aug 2007","18.51","3.83","1.05"
"NIFTY NEXT 50","30 Aug 2007","18.09","3.74","1.08"
"NIFTY NEXT 50","29 Aug 2007","18.13","3.75","1.08"
"NIFTY NEXT 50","28 Aug 2007","18.01","3.72","1.08"
"NIFTY NEXT 50","27 Aug 2007","17.70","3.66","1.10"
"NIFTY NEXT 50","24 Aug 2007","17.11","3.54","1.14"
"NIFTY NEXT 50","23 Aug 2007","16.88","3.49","1.16"
"NIFTY NEXT 50","22 Aug 2007","17.00","3.51","1.15"
"NIFTY NEXT 50","21 Aug 2007","16.92","3.64","1.14"
"NIFTY NEXT 50","20 Aug 2007","17.56","3.78","1.10"
"NIFTY NEXT 50","17 Aug 2007","17.20","3.70","1.12"
"NIFTY NEXT 50","16 Aug 2007","17.28","3.72","1.12"
"NIFTY NEXT 50","14 Aug 2007","18.19","3.91","1.06"
"NIFTY NEXT 50","13 Aug 2007","18.24","3.92","1.06"
"NIFTY NEXT 50","10 Aug 2007","18.10","3.89","1.07"
"NIFTY NEXT 50","09 Aug 2007","18.19","3.91","1.06"
"NIFTY NEXT 50","08 Aug 2007","18.66","4.01","1.04"
"NIFTY NEXT 50","07 Aug 2007","18.28","3.93","1.06"
"NIFTY NEXT 50","06 Aug 2007","18.13","3.89","1.07"
"NIFTY NEXT 50","03 Aug 2007","18.34","3.93","1.06"
"NIFTY NEXT 50","02 Aug 2007","17.95","3.85","1.08"
"NIFTY NEXT 50","01 Aug 2007","17.83","3.82","1.09"
"NIFTY NEXT 50","31 Jul 2007","18.71","4.02","1.03"
"NIFTY NEXT 50","30 Jul 2007","18.53","3.93","1.06"
"NIFTY NEXT 50","27 Jul 2007","18.84","3.94","1.05"
"NIFTY NEXT 50","26 Jul 2007","19.54","4.08","1.02"
"NIFTY NEXT 50","25 Jul 2007","19.72","4.06","1.02"
"NIFTY NEXT 50","24 Jul 2007","20.25","4.10","1.01"
"NIFTY NEXT 50","23 Jul 2007","20.42","4.13","1.01"
"NIFTY NEXT 50","20 Jul 2007","20.23","4.08","1.02"
"NIFTY NEXT 50","19 Jul 2007","20.45","4.23","1.00"
"NIFTY NEXT 50","18 Jul 2007","20.42","4.22","1.00"
"NIFTY NEXT 50","17 Jul 2007","20.52","4.24","1.00"
"NIFTY NEXT 50","16 Jul 2007","20.67","4.27","0.99"
"NIFTY NEXT 50","13 Jul 2007","20.62","4.24","1.00"
"NIFTY NEXT 50","12 Jul 2007","20.65","4.23","1.00"
"NIFTY NEXT 50","11 Jul 2007","20.33","4.15","1.02"
"NIFTY NEXT 50","10 Jul 2007","20.17","4.12","1.02"
"NIFTY NEXT 50","09 Jul 2007","20.19","4.13","1.02"
"NIFTY NEXT 50","06 Jul 2007","20.20","4.07","1.04"
"NIFTY NEXT 50","05 Jul 2007","20.13","4.06","1.04"
"NIFTY NEXT 50","04 Jul 2007","20.25","4.08","1.03"
"NIFTY NEXT 50","03 Jul 2007","20.41","4.11","1.03"
"NIFTY NEXT 50","02 Jul 2007","20.25","4.08","1.03"
"NIFTY NEXT 50","29 Jun 2007","20.19","4.06","1.04"
"NIFTY NEXT 50","28 Jun 2007","19.74","3.97","1.06"
"NIFTY NEXT 50","27 Jun 2007","19.75","3.97","1.07"
"NIFTY NEXT 50","26 Jun 2007","19.79","3.97","1.06"
"NIFTY NEXT 50","25 Jun 2007","19.70","3.96","1.07"
"NIFTY NEXT 50","22 Jun 2007","19.57","3.93","1.07"
"NIFTY NEXT 50","21 Jun 2007","19.53","4.05","1.06"
"NIFTY NEXT 50","20 Jun 2007","19.46","4.04","1.06"
"NIFTY NEXT 50","19 Jun 2007","19.18","3.97","1.08"
"NIFTY NEXT 50","18 Jun 2007","18.84","3.90","1.10"
"NIFTY NEXT 50","15 Jun 2007","18.85","3.90","1.10"
"NIFTY NEXT 50","14 Jun 2007","18.68","3.86","1.11"
"NIFTY NEXT 50","13 Jun 2007","18.30","3.78","1.13"
"NIFTY NEXT 50","12 Jun 2007","18.37","3.80","1.13"
"NIFTY NEXT 50","11 Jun 2007","18.46","3.82","1.12"
"NIFTY NEXT 50","08 Jun 2007","18.54","3.83","1.12"
"NIFTY NEXT 50","07 Jun 2007","18.66","3.86","1.11"
"NIFTY NEXT 50","06 Jun 2007","18.74","3.88","1.10"
"NIFTY NEXT 50","05 Jun 2007","19.11","3.95","1.08"
"NIFTY NEXT 50","04 Jun 2007","18.79","3.89","1.10"
"NIFTY NEXT 50","01 Jun 2007","17.54","3.97","1.07"
"NIFTY NEXT 50","31 May 2007","17.30","3.91","1.08"
"NIFTY NEXT 50","30 May 2007","17.54","3.96","1.07"
"NIFTY NEXT 50","29 May 2007","17.78","4.02","1.06"
"NIFTY NEXT 50","28 May 2007","17.61","3.98","1.07"
"NIFTY NEXT 50","25 May 2007","17.49","3.95","1.07"
"NIFTY NEXT 50","24 May 2007","17.41","3.94","1.08"
"NIFTY NEXT 50","23 May 2007","17.54","3.97","1.07"
"NIFTY NEXT 50","22 May 2007","17.78","4.02","1.06"
"NIFTY NEXT 50","21 May 2007","17.60","3.98","1.07"
"NIFTY NEXT 50","18 May 2007","17.41","3.92","1.08"
"NIFTY NEXT 50","17 May 2007","17.40","3.92","1.08"
"NIFTY NEXT 50","16 May 2007","16.87","3.80","1.12"
"NIFTY NEXT 50","15 May 2007","16.86","3.78","1.12"
"NIFTY NEXT 50","14 May 2007","16.80","3.77","1.13"
"NIFTY NEXT 50","11 May 2007","16.69","3.71","1.15"
"NIFTY NEXT 50","10 May 2007","16.60","3.69","1.15"
"NIFTY NEXT 50","09 May 2007","16.64","3.69","1.15"
"NIFTY NEXT 50","08 May 2007","16.68","3.66","1.16"
"NIFTY NEXT 50","07 May 2007","16.50","3.71","1.15"
"NIFTY NEXT 50","04 May 2007","16.72","3.73","1.14"
"NIFTY NEXT 50","03 May 2007","17.39","3.74","1.14"
"NIFTY NEXT 50","30 Apr 2007","17.23","3.67","1.16"
"NIFTY NEXT 50","27 Apr 2007","17.08","3.61","1.18"
"NIFTY NEXT 50","26 Apr 2007","17.27","3.64","1.17"
"NIFTY NEXT 50","25 Apr 2007","17.30","3.65","1.17"
"NIFTY NEXT 50","24 Apr 2007","17.22","3.62","1.17"
"NIFTY NEXT 50","23 Apr 2007","16.96","3.56","1.19"
"NIFTY NEXT 50","20 Apr 2007","17.53","3.59","1.18"
"NIFTY NEXT 50","19 Apr 2007","17.39","3.57","1.19"
"NIFTY NEXT 50","18 Apr 2007","17.35","3.55","1.20"
"NIFTY NEXT 50","17 Apr 2007","17.23","3.53","1.20"
"NIFTY NEXT 50","16 Apr 2007","17.32","3.53","1.20"
"NIFTY NEXT 50","13 Apr 2007","16.99","3.47","1.23"
"NIFTY NEXT 50","12 Apr 2007","16.56","3.38","1.26"
"NIFTY NEXT 50","11 Apr 2007","16.56","3.38","1.26"
"NIFTY NEXT 50","10 Apr 2007","16.62","3.40","1.25"
"NIFTY NEXT 50","09 Apr 2007","16.54","3.38","1.26"
"NIFTY NEXT 50","05 Apr 2007","16.07","3.28","1.29"
"NIFTY NEXT 50","04 Apr 2007","15.85","3.24","1.31"
"NIFTY NEXT 50","03 Apr 2007","17.74","3.35","1.18"
"NIFTY NEXT 50","02 Apr 2007","17.69","3.34","1.18"
"NIFTY NEXT 50","30 Mar 2007","18.48","3.49","1.13"
"NIFTY NEXT 50","29 Mar 2007","18.22","3.44","1.15"
"NIFTY NEXT 50","28 Mar 2007","18.29","3.45","1.14"
"NIFTY NEXT 50","26 Mar 2007","18.53","3.50","1.13"
"NIFTY NEXT 50","23 Mar 2007","18.64","3.52","1.12"
"NIFTY NEXT 50","22 Mar 2007","18.42","3.48","1.14"
"NIFTY NEXT 50","21 Mar 2007","18.00","3.40","1.16"
"NIFTY NEXT 50","20 Mar 2007","17.79","3.36","1.18"
"NIFTY NEXT 50","19 Mar 2007","17.56","3.32","1.19"
"NIFTY NEXT 50","16 Mar 2007","17.24","3.26","1.21"
"NIFTY NEXT 50","15 Mar 2007","17.38","3.28","1.20"
"NIFTY NEXT 50","14 Mar 2007","17.35","3.28","1.21"
"NIFTY NEXT 50","13 Mar 2007","17.82","3.36","1.17"
"NIFTY NEXT 50","12 Mar 2007","17.67","3.34","1.18"
"NIFTY NEXT 50","09 Mar 2007","17.53","3.31","1.19"
"NIFTY NEXT 50","08 Mar 2007","17.67","3.34","1.18"
"NIFTY NEXT 50","07 Mar 2007","16.91","3.19","1.24"
"NIFTY NEXT 50","06 Mar 2007","17.28","3.26","1.21"
"NIFTY NEXT 50","05 Mar 2007","17.11","3.23","1.22"
"NIFTY NEXT 50","02 Mar 2007","17.87","3.37","1.17"
"NIFTY NEXT 50","01 Mar 2007","18.16","3.43","1.15"
"NIFTY NEXT 50","28 Feb 2007","18.06","3.41","1.16"
"NIFTY NEXT 50","27 Feb 2007","18.69","3.53","1.12"
"NIFTY NEXT 50","26 Feb 2007","18.66","3.52","1.12"
"NIFTY NEXT 50","23 Feb 2007","18.50","3.49","1.13"
"NIFTY NEXT 50","22 Feb 2007","18.92","3.57","1.11"
"NIFTY NEXT 50","21 Feb 2007","19.21","3.63","1.09"
"NIFTY NEXT 50","20 Feb 2007","19.30","3.64","1.08"
"NIFTY NEXT 50","19 Feb 2007","19.51","3.68","1.07"
"NIFTY NEXT 50","15 Feb 2007","19.56","3.69","1.07"
"NIFTY NEXT 50","14 Feb 2007","18.94","3.58","1.10"
"NIFTY NEXT 50","13 Feb 2007","18.85","3.56","1.11"
"NIFTY NEXT 50","12 Feb 2007","18.98","3.58","1.10"
"NIFTY NEXT 50","09 Feb 2007","19.73","3.72","1.06"
"NIFTY NEXT 50","08 Feb 2007","20.24","3.81","1.04"
"NIFTY NEXT 50","07 Feb 2007","20.25","3.81","1.04"
"NIFTY NEXT 50","06 Feb 2007","20.15","3.79","1.04"
"NIFTY NEXT 50","05 Feb 2007","20.09","3.78","1.04"
"NIFTY NEXT 50","02 Feb 2007","19.94","3.75","1.05"
"NIFTY NEXT 50","01 Feb 2007","19.75","3.71","1.06"
"NIFTY NEXT 50","31 Jan 2007","19.64","3.69","1.07"
"NIFTY NEXT 50","29 Jan 2007","21.10","3.72","1.06"
"NIFTY NEXT 50","25 Jan 2007","21.23","3.73","1.06"
"NIFTY NEXT 50","24 Jan 2007","21.12","3.69","1.07"
"NIFTY NEXT 50","23 Jan 2007","21.18","3.65","1.08"
"NIFTY NEXT 50","22 Jan 2007","21.71","3.72","1.06"
"NIFTY NEXT 50","19 Jan 2007","22.08","3.72","1.06"
"NIFTY NEXT 50","18 Jan 2007","22.23","3.73","1.06"
"NIFTY NEXT 50","17 Jan 2007","22.28","3.73","1.06"
"NIFTY NEXT 50","16 Jan 2007","22.13","3.71","1.07"
"NIFTY NEXT 50","15 Jan 2007","22.06","3.69","1.07"
"NIFTY NEXT 50","12 Jan 2007","21.99","3.66","1.08"
"NIFTY NEXT 50","11 Jan 2007","21.61","3.57","1.10"
"NIFTY NEXT 50","10 Jan 2007","21.24","3.51","1.12"
"NIFTY NEXT 50","09 Jan 2007","21.36","3.53","1.12"
"NIFTY NEXT 50","08 Jan 2007","21.66","3.58","1.10"
"NIFTY NEXT 50","05 Jan 2007","21.94","3.63","1.09"
"NIFTY NEXT 50","04 Jan 2007","22.03","3.64","1.08"
"NIFTY NEXT 50","03 Jan 2007","22.10","3.65","1.08"
"NIFTY NEXT 50","02 Jan 2007","21.97","3.63","1.09"
"NIFTY NEXT 50","29 Dec 2006","21.78","3.60","1.10"
"NIFTY NEXT 50","28 Dec 2006","21.61","3.57","1.10"
"NIFTY NEXT 50","27 Dec 2006","21.58","3.57","1.11"
"NIFTY NEXT 50","26 Dec 2006","21.40","3.54","1.12"
"NIFTY NEXT 50","22 Dec 2006","20.95","3.46","1.14"
"NIFTY NEXT 50","21 Dec 2006","20.82","3.44","1.15"
"NIFTY NEXT 50","20 Dec 2006","20.82","3.44","1.15"
"NIFTY NEXT 50","19 Dec 2006","20.96","3.47","1.14"
"NIFTY NEXT 50","18 Dec 2006","21.31","3.52","1.12"
"NIFTY NEXT 50","15 Dec 2006","21.40","3.54","1.12"
"NIFTY NEXT 50","14 Dec 2006","21.06","3.48","1.13"
"NIFTY NEXT 50","13 Dec 2006","20.54","3.40","1.16"
"NIFTY NEXT 50","12 Dec 2006","20.00","3.31","1.19"
"NIFTY NEXT 50","11 Dec 2006","21.02","3.48","1.14"
"NIFTY NEXT 50","08 Dec 2006","21.84","3.61","1.09"
"NIFTY NEXT 50","07 Dec 2006","21.86","3.62","1.09"
"NIFTY NEXT 50","06 Dec 2006","21.83","3.61","1.09"
"NIFTY NEXT 50","05 Dec 2006","21.99","3.64","1.09"
"NIFTY NEXT 50","04 Dec 2006","22.02","3.64","1.08"
"NIFTY NEXT 50","01 Dec 2006","21.83","3.61","1.09"
"NIFTY NEXT 50","30 Nov 2006","21.34","3.53","1.11"
"NIFTY NEXT 50","29 Nov 2006","21.50","3.56","1.10"
"NIFTY NEXT 50","28 Nov 2006","21.50","3.56","1.10"
"NIFTY NEXT 50","27 Nov 2006","21.76","3.60","1.09"
"NIFTY NEXT 50","24 Nov 2006","21.66","3.58","1.10"
"NIFTY NEXT 50","23 Nov 2006","21.56","3.57","1.10"
"NIFTY NEXT 50","22 Nov 2006","21.54","3.56","1.10"
"NIFTY NEXT 50","21 Nov 2006","21.40","3.54","1.11"
"NIFTY NEXT 50","20 Nov 2006","21.01","3.47","1.13"
"NIFTY NEXT 50","17 Nov 2006","21.26","3.52","1.12"
"NIFTY NEXT 50","16 Nov 2006","21.74","3.59","1.09"
"NIFTY NEXT 50","15 Nov 2006","21.71","3.58","1.10"
"NIFTY NEXT 50","14 Nov 2006","21.50","3.54","1.11"
"NIFTY NEXT 50","13 Nov 2006","21.51","3.54","1.11"
"NIFTY NEXT 50","10 Nov 2006","21.37","3.52","1.12"
"NIFTY NEXT 50","09 Nov 2006","21.17","3.49","1.13"
"NIFTY NEXT 50","08 Nov 2006","21.14","3.54","1.12"
"NIFTY NEXT 50","07 Nov 2006","20.21","3.52","1.15"
"NIFTY NEXT 50","06 Nov 2006","20.21","3.52","1.15"
"NIFTY NEXT 50","03 Nov 2006","20.10","3.50","1.15"
"NIFTY NEXT 50","02 Nov 2006","20.04","3.49","1.16"
"NIFTY NEXT 50","01 Nov 2006","19.90","3.46","1.16"
"NIFTY NEXT 50","31 Oct 2006","20.06","3.46","1.16"
"NIFTY NEXT 50","30 Oct 2006","20.20","3.45","1.17"
"NIFTY NEXT 50","27 Oct 2006","20.11","3.42","1.18"
"NIFTY NEXT 50","26 Oct 2006","20.11","3.37","1.20"
"NIFTY NEXT 50","23 Oct 2006","19.82","3.33","1.21"
"NIFTY NEXT 50","21 Oct 2006","20.01","3.36","1.20"
"NIFTY NEXT 50","20 Oct 2006","19.89","3.34","1.21"
"NIFTY NEXT 50","19 Oct 2006","20.03","3.33","1.21"
"NIFTY NEXT 50","18 Oct 2006","20.42","3.37","1.20"
"NIFTY NEXT 50","17 Oct 2006","20.65","3.37","1.20"
"NIFTY NEXT 50","16 Oct 2006","20.74","3.38","1.19"
"NIFTY NEXT 50","13 Oct 2006","20.77","3.37","1.20"
"NIFTY NEXT 50","12 Oct 2006","20.71","3.35","1.20"
"NIFTY NEXT 50","11 Oct 2006","20.41","3.30","1.22"
"NIFTY NEXT 50","10 Oct 2006","20.70","3.47","1.20"
"NIFTY NEXT 50","09 Oct 2006","20.72","3.47","1.20"
"NIFTY NEXT 50","06 Oct 2006","20.64","3.46","1.20"
"NIFTY NEXT 50","05 Oct 2006","20.57","3.45","1.21"
"NIFTY NEXT 50","04 Oct 2006","20.23","3.39","1.23"
"NIFTY NEXT 50","03 Oct 2006","20.35","3.41","1.22"
"NIFTY NEXT 50","29 Sep 2006","20.37","3.41","1.22"
"NIFTY NEXT 50","28 Sep 2006","20.33","3.41","1.22"
"NIFTY NEXT 50","27 Sep 2006","20.02","3.36","1.24"
"NIFTY NEXT 50","26 Sep 2006","19.67","3.30","1.26"
"NIFTY NEXT 50","25 Sep 2006","19.54","3.27","1.27"
"NIFTY NEXT 50","22 Sep 2006","19.68","3.30","1.26"
"NIFTY NEXT 50","21 Sep 2006","17.54","2.91","1.42"
"NIFTY NEXT 50","20 Sep 2006","17.33","2.87","1.44"
"NIFTY NEXT 50","19 Sep 2006","17.24","2.86","1.45"
"NIFTY NEXT 50","18 Sep 2006","17.46","2.89","1.43"
"NIFTY NEXT 50","15 Sep 2006","17.40","2.88","1.43"
"NIFTY NEXT 50","14 Sep 2006","17.40","2.88","1.43"
"NIFTY NEXT 50","13 Sep 2006","17.25","2.86","1.45"
"NIFTY NEXT 50","12 Sep 2006","16.85","2.81","1.53"
"NIFTY NEXT 50","11 Sep 2006","16.61","2.77","1.56"
"NIFTY NEXT 50","08 Sep 2006","17.28","2.88","1.49"
"NIFTY NEXT 50","07 Sep 2006","17.19","2.87","1.50"
"NIFTY NEXT 50","06 Sep 2006","17.25","2.88","1.50"
"NIFTY NEXT 50","05 Sep 2006","17.11","2.85","1.51"
"NIFTY NEXT 50","04 Sep 2006","16.92","2.82","1.53"
"NIFTY NEXT 50","01 Sep 2006","16.66","2.78","1.55"
"NIFTY NEXT 50","31 Aug 2006","16.46","2.75","1.57"
"NIFTY NEXT 50","30 Aug 2006","16.62","2.77","1.55"
"NIFTY NEXT 50","29 Aug 2006","16.63","2.78","1.55"
"NIFTY NEXT 50","28 Aug 2006","16.55","2.77","1.55"
"NIFTY NEXT 50","25 Aug 2006","16.43","2.75","1.56"
"NIFTY NEXT 50","24 Aug 2006","16.21","2.71","1.59"
"NIFTY NEXT 50","23 Aug 2006","16.10","2.69","1.60"
"NIFTY NEXT 50","22 Aug 2006","16.42","2.75","1.57"
"NIFTY NEXT 50","21 Aug 2006","16.38","2.74","1.57"
"NIFTY NEXT 50","18 Aug 2006","16.05","2.69","1.60"
"NIFTY NEXT 50","17 Aug 2006","16.04","2.68","1.60"
"NIFTY NEXT 50","16 Aug 2006","16.12","2.72","1.59"
"NIFTY NEXT 50","14 Aug 2006","15.83","2.68","1.62"
"NIFTY NEXT 50","11 Aug 2006","15.61","2.64","1.64"
"NIFTY NEXT 50","10 Aug 2006","15.50","2.62","1.65"
"NIFTY NEXT 50","09 Aug 2006","15.28","2.58","1.68"
"NIFTY NEXT 50","08 Aug 2006","15.02","2.54","1.70"
"NIFTY NEXT 50","07 Aug 2006","14.82","2.51","1.73"
"NIFTY NEXT 50","04 Aug 2006","14.75","2.49","1.74"
"NIFTY NEXT 50","03 Aug 2006","14.86","2.51","1.72"
"NIFTY NEXT 50","02 Aug 2006","14.89","2.51","1.72"
"NIFTY NEXT 50","01 Aug 2006","14.67","2.48","1.75"
"NIFTY NEXT 50","31 Jul 2006","14.63","2.49","1.74"
"NIFTY NEXT 50","28 Jul 2006","14.49","2.46","1.76"
"NIFTY NEXT 50","27 Jul 2006","14.28","2.42","1.79"
"NIFTY NEXT 50","26 Jul 2006","14.00","2.43","1.78"
"NIFTY NEXT 50","25 Jul 2006","13.83","2.39","1.81"
"NIFTY NEXT 50","24 Jul 2006","13.21","2.33","1.86"
"NIFTY NEXT 50","21 Jul 2006","13.14","2.29","1.89"
"NIFTY NEXT 50","20 Jul 2006","13.44","2.34","1.84"
"NIFTY NEXT 50","19 Jul 2006","13.17","2.28","1.90"
"NIFTY NEXT 50","18 Jul 2006","13.66","2.35","1.84"
"NIFTY NEXT 50","17 Jul 2006","13.94","2.40","1.80"
"NIFTY NEXT 50","14 Jul 2006","14.36","2.47","1.75"
"NIFTY NEXT 50","13 Jul 2006","14.52","2.61","1.67"
"NIFTY NEXT 50","12 Jul 2006","14.56","2.61","1.67"
"NIFTY NEXT 50","11 Jul 2006","14.44","2.59","1.68"
"NIFTY NEXT 50","10 Jul 2006","14.44","2.59","1.68"
"NIFTY NEXT 50","07 Jul 2006","14.30","2.56","1.70"
"NIFTY NEXT 50","06 Jul 2006","14.65","2.63","1.66"
"NIFTY NEXT 50","05 Jul 2006","14.72","2.64","1.65"
"NIFTY NEXT 50","04 Jul 2006","14.52","2.60","1.67"
"NIFTY NEXT 50","03 Jul 2006","14.55","2.61","1.67"
"NIFTY NEXT 50","30 Jun 2006","14.52","2.60","1.67"
"NIFTY NEXT 50","29 Jun 2006","13.95","2.49","1.75"
"NIFTY NEXT 50","28 Jun 2006","13.91","2.49","1.75"
"NIFTY NEXT 50","27 Jun 2006","14.02","2.51","1.74"
"NIFTY NEXT 50","26 Jun 2006","14.55","2.60","1.68"
"NIFTY NEXT 50","25 Jun 2006","15.41","2.78","1.57"
"NIFTY NEXT 50","23 Jun 2006","15.32","2.76","1.58"
"NIFTY NEXT 50","22 Jun 2006","15.32","2.76","1.58"
"NIFTY NEXT 50","21 Jun 2006","14.93","2.69","1.62"
"NIFTY NEXT 50","20 Jun 2006","14.68","2.65","1.64"
"NIFTY NEXT 50","19 Jun 2006","14.77","2.66","1.63"
"NIFTY NEXT 50","16 Jun 2006","14.48","2.83","1.61"
"NIFTY NEXT 50","15 Jun 2006","13.77","2.69","1.70"
"NIFTY NEXT 50","14 Jun 2006","12.98","2.54","1.80"
"NIFTY NEXT 50","13 Jun 2006","13.32","2.60","1.75"
"NIFTY NEXT 50","12 Jun 2006","14.21","2.78","1.64"
"NIFTY NEXT 50","09 Jun 2006","14.54","2.84","1.61"
"NIFTY NEXT 50","08 Jun 2006","13.43","2.62","1.74"
"NIFTY NEXT 50","07 Jun 2006","14.71","2.87","1.59"
"NIFTY NEXT 50","06 Jun 2006","15.76","3.07","1.49"
"NIFTY NEXT 50","05 Jun 2006","16.14","3.15","1.45"
"NIFTY NEXT 50","02 Jun 2006","16.47","3.21","1.42"
"NIFTY NEXT 50","01 Jun 2006","16.56","3.17","1.44"
"NIFTY NEXT 50","31 May 2006","17.08","3.27","1.40"
"NIFTY NEXT 50","30 May 2006","17.49","3.35","1.36"
"NIFTY NEXT 50","29 May 2006","17.64","3.37","1.35"
"NIFTY NEXT 50","26 May 2006","17.24","3.30","1.38"
"NIFTY NEXT 50","25 May 2006","16.67","3.19","1.43"
"NIFTY NEXT 50","24 May 2006","16.87","3.23","1.41"
"NIFTY NEXT 50","23 May 2006","17.10","3.44","1.34"
"NIFTY NEXT 50","22 May 2006","16.39","3.28","1.41"
"NIFTY NEXT 50","19 May 2006","17.61","3.52","1.31"
"NIFTY NEXT 50","18 May 2006","18.53","3.70","1.25"
"NIFTY NEXT 50","17 May 2006","20.65","4.02","1.15"
"NIFTY NEXT 50","16 May 2006","20.05","3.91","1.18"
"NIFTY NEXT 50","15 May 2006","19.82","3.94","1.17"
"NIFTY NEXT 50","12 May 2006","20.66","4.15","1.11"
"NIFTY NEXT 50","11 May 2006","20.97","4.22","1.10"
"NIFTY NEXT 50","10 May 2006","21.07","4.24","1.09"
"NIFTY NEXT 50","09 May 2006","21.10","4.19","1.10"
"NIFTY NEXT 50","08 May 2006","21.07","4.19","1.10"
"NIFTY NEXT 50","05 May 2006","20.85","4.19","1.10"
"NIFTY NEXT 50","04 May 2006","20.81","4.17","1.11"
"NIFTY NEXT 50","03 May 2006","20.64","4.14","1.12"
"NIFTY NEXT 50","02 May 2006","20.39","4.09","1.13"
"NIFTY NEXT 50","29 Apr 2006","20.12","4.03","1.15"
"NIFTY NEXT 50","28 Apr 2006","19.43","3.92","1.18"
"NIFTY NEXT 50","27 Apr 2006","19.54","3.87","1.19"
"NIFTY NEXT 50","26 Apr 2006","19.73","3.89","1.19"
"NIFTY NEXT 50","25 Apr 2006","19.47","3.83","1.21"
"NIFTY NEXT 50","24 Apr 2006","19.74","3.88","1.19"
"NIFTY NEXT 50","21 Apr 2006","20.24","3.88","1.19"
"NIFTY NEXT 50","20 Apr 2006","20.35","3.90","1.18"
"NIFTY NEXT 50","19 Apr 2006","20.38","3.88","1.19"
"NIFTY NEXT 50","18 Apr 2006","20.41","3.88","1.19"
"NIFTY NEXT 50","17 Apr 2006","20.12","3.82","1.21"
"NIFTY NEXT 50","13 Apr 2006","19.77","3.75","1.23"
"NIFTY NEXT 50","12 Apr 2006","20.44","3.88","1.19"
"NIFTY NEXT 50","10 Apr 2006","20.73","3.93","1.17"
"NIFTY NEXT 50","07 Apr 2006","20.60","3.91","1.18"
"NIFTY NEXT 50","05 Apr 2006","20.91","3.97","1.16"
"NIFTY NEXT 50","04 Apr 2006","20.59","3.90","1.18"
"NIFTY NEXT 50","03 Apr 2006","20.27","3.84","1.20"
"NIFTY NEXT 50","31 Mar 2006","19.85","3.77","1.23"
"NIFTY NEXT 50","30 Mar 2006","19.40","3.68","1.25"
"NIFTY NEXT 50","29 Mar 2006","19.49","3.70","1.25"
"NIFTY NEXT 50","28 Mar 2006","19.38","3.68","1.26"
"NIFTY NEXT 50","27 Mar 2006","19.61","3.72","1.24"
"NIFTY NEXT 50","24 Mar 2006","19.58","3.72","1.24"
"NIFTY NEXT 50","23 Mar 2006","19.37","3.67","1.26"
