"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY NEXT 50","20 Nov 2019","38.31","3.71","1.18"
"NIFTY NEXT 50","19 Nov 2019","38.07","3.69","1.19"
"NIFTY NEXT 50","18 Nov 2019","38.18","3.70","1.18"
"NIFTY NEXT 50","15 Nov 2019","38.24","3.70","1.17"
"NIFTY NEXT 50","14 Nov 2019","38.21","3.70","1.18"
"NIFTY NEXT 50","13 Nov 2019","38.38","3.72","1.17"
"NIFTY NEXT 50","11 Nov 2019","38.92","3.69","1.18"
"NIFTY NEXT 50","08 Nov 2019","38.83","3.68","1.19"
"NIFTY NEXT 50","07 Nov 2019","39.24","3.72","1.17"
"NIFTY NEXT 50","06 Nov 2019","38.44","3.70","1.18"
"NIFTY NEXT 50","05 Nov 2019","38.32","3.69","1.18"
"NIFTY NEXT 50","04 Nov 2019","39.82","3.72","1.18"
"NIFTY NEXT 50","01 Nov 2019","39.90","3.73","1.17"
"NIFTY NEXT 50","31 Oct 2019","39.92","3.73","1.17"
"NIFTY NEXT 50","30 Oct 2019","39.80","3.72","1.18"
"NIFTY NEXT 50","29 Oct 2019","39.54","3.69","1.18"
"NIFTY NEXT 50","27 Oct 2019","39.08","3.65","1.20"
"NIFTY NEXT 50","25 Oct 2019","38.86","3.63","1.21"
"NIFTY NEXT 50","24 Oct 2019","38.98","3.64","1.20"
"NIFTY NEXT 50","23 Oct 2019","39.11","3.65","1.20"
"NIFTY NEXT 50","22 Oct 2019","39.14","3.66","1.20"
"NIFTY NEXT 50","18 Oct 2019","38.97","3.64","1.20"
"NIFTY NEXT 50","17 Oct 2019","38.43","3.59","1.22"
"NIFTY NEXT 50","16 Oct 2019","37.89","3.54","1.24"
"NIFTY NEXT 50","15 Oct 2019","37.57","3.51","1.25"
"NIFTY NEXT 50","14 Oct 2019","37.27","3.48","1.26"
"NIFTY NEXT 50","11 Oct 2019","37.00","3.45","1.27"
"NIFTY NEXT 50","10 Oct 2019","36.85","3.44","1.27"
"NIFTY NEXT 50","09 Oct 2019","37.09","3.46","1.26"
"NIFTY NEXT 50","07 Oct 2019","36.58","3.41","1.28"
"NIFTY NEXT 50","04 Oct 2019","37.12","3.46","1.26"
"NIFTY NEXT 50","03 Oct 2019","37.59","3.51","1.25"
"NIFTY NEXT 50","01 Oct 2019","37.91","3.54","1.24"
"NIFTY NEXT 50","30 Sep 2019","38.28","3.57","1.22"
"NIFTY NEXT 50","27 Sep 2019","38.70","3.61","1.21"
"NIFTY NEXT 50","26 Sep 2019","43.68","3.76","1.07"
"NIFTY NEXT 50","25 Sep 2019","43.17","3.72","1.08"
"NIFTY NEXT 50","24 Sep 2019","48.43","3.78","1.07"
"NIFTY NEXT 50","23 Sep 2019","48.38","3.77","1.07"
"NIFTY NEXT 50","20 Sep 2019","47.50","3.71","1.09"
"NIFTY NEXT 50","19 Sep 2019","44.93","3.51","1.15"
"NIFTY NEXT 50","18 Sep 2019","45.32","3.54","1.14"
"NIFTY NEXT 50","17 Sep 2019","45.04","3.51","1.15"
"NIFTY NEXT 50","16 Sep 2019","45.81","3.57","1.13"
"NIFTY NEXT 50","13 Sep 2019","45.86","3.58","1.13"
"NIFTY NEXT 50","12 Sep 2019","46.23","3.55","1.13"
"NIFTY NEXT 50","11 Sep 2019","46.28","3.56","1.13"
"NIFTY NEXT 50","09 Sep 2019","45.94","3.54","1.14"
"NIFTY NEXT 50","06 Sep 2019","45.82","3.52","1.14"
"NIFTY NEXT 50","05 Sep 2019","45.61","3.51","1.15"
"NIFTY NEXT 50","04 Sep 2019","45.34","3.49","1.16"
"NIFTY NEXT 50","03 Sep 2019","45.28","3.49","1.15"
"NIFTY NEXT 50","30 Aug 2019","46.28","3.57","1.13"
"NIFTY NEXT 50","29 Aug 2019","45.65","3.86","1.13"
"NIFTY NEXT 50","28 Aug 2019","45.63","3.86","1.13"
"NIFTY NEXT 50","27 Aug 2019","45.70","3.87","1.12"
"NIFTY NEXT 50","26 Aug 2019","45.10","3.82","1.14"
"NIFTY NEXT 50","23 Aug 2019","44.28","3.75","1.16"
"NIFTY NEXT 50","22 Aug 2019","43.92","3.72","1.17"
"NIFTY NEXT 50","21 Aug 2019","44.53","3.77","1.15"
"NIFTY NEXT 50","20 Aug 2019","45.06","3.82","1.14"
"NIFTY NEXT 50","19 Aug 2019","45.41","3.85","1.13"
"NIFTY NEXT 50","16 Aug 2019","45.44","3.85","1.13"
"NIFTY NEXT 50","14 Aug 2019","45.29","3.84","1.13"
"NIFTY NEXT 50","13 Aug 2019","44.80","3.80","1.14"
"NIFTY NEXT 50","09 Aug 2019","45.77","3.89","1.12"
"NIFTY NEXT 50","08 Aug 2019","45.42","3.86","1.13"
"NIFTY NEXT 50","07 Aug 2019","43.68","3.81","1.14"
"NIFTY NEXT 50","06 Aug 2019","43.88","3.83","1.13"
"NIFTY NEXT 50","05 Aug 2019","43.46","3.79","1.15"
"NIFTY NEXT 50","02 Aug 2019","43.62","3.82","1.14"
"NIFTY NEXT 50","01 Aug 2019","43.55","3.81","1.14"
"NIFTY NEXT 50","31 Jul 2019","44.12","3.86","1.12"
"NIFTY NEXT 50","30 Jul 2019","45.53","3.88","1.03"
"NIFTY NEXT 50","29 Jul 2019","46.16","3.93","1.01"
"NIFTY NEXT 50","26 Jul 2019","42.53","3.99","1.00"
"NIFTY NEXT 50","25 Jul 2019","41.94","3.95","1.01"
"NIFTY NEXT 50","24 Jul 2019","42.79","3.92","1.02"
"NIFTY NEXT 50","23 Jul 2019","43.49","3.99","1.00"
"NIFTY NEXT 50","22 Jul 2019","43.81","4.01","1.00"
"NIFTY NEXT 50","19 Jul 2019","44.60","4.00","1.00"
"NIFTY NEXT 50","18 Jul 2019","45.35","4.07","0.98"
"NIFTY NEXT 50","17 Jul 2019","45.86","4.11","0.97"
"NIFTY NEXT 50","16 Jul 2019","45.76","4.10","0.97"
"NIFTY NEXT 50","15 Jul 2019","45.31","4.06","0.98"
"NIFTY NEXT 50","12 Jul 2019","45.42","4.00","0.98"
"NIFTY NEXT 50","11 Jul 2019","45.33","4.01","0.92"
"NIFTY NEXT 50","10 Jul 2019","45.00","3.98","0.93"
"NIFTY NEXT 50","09 Jul 2019","45.36","4.01","0.92"
"NIFTY NEXT 50","08 Jul 2019","45.12","3.99","0.92"
"NIFTY NEXT 50","05 Jul 2019","46.08","4.08","0.90"
"NIFTY NEXT 50","04 Jul 2019","46.73","4.13","0.89"
"NIFTY NEXT 50","03 Jul 2019","46.63","4.13","0.89"
"NIFTY NEXT 50","02 Jul 2019","46.39","4.10","0.90"
"NIFTY NEXT 50","01 Jul 2019","46.24","4.09","0.90"
"NIFTY NEXT 50","28 Jun 2019","46.00","4.07","0.91"
"NIFTY NEXT 50","27 Jun 2019","43.11","4.02","0.92"
"NIFTY NEXT 50","26 Jun 2019","42.89","4.00","0.93"
"NIFTY NEXT 50","25 Jun 2019","42.55","3.97","0.93"
"NIFTY NEXT 50","24 Jun 2019","42.44","3.96","0.93"
"NIFTY NEXT 50","21 Jun 2019","42.37","3.95","0.94"
"NIFTY NEXT 50","20 Jun 2019","42.49","3.96","0.93"
"NIFTY NEXT 50","19 Jun 2019","41.97","3.90","0.95"
"NIFTY NEXT 50","18 Jun 2019","42.22","3.92","0.94"
"NIFTY NEXT 50","17 Jun 2019","42.16","3.92","0.94"
"NIFTY NEXT 50","14 Jun 2019","42.68","3.98","0.93"
"NIFTY NEXT 50","13 Jun 2019","43.13","4.08","0.92"
"NIFTY NEXT 50","12 Jun 2019","43.16","4.08","0.92"
"NIFTY NEXT 50","11 Jun 2019","43.50","4.11","0.91"
"NIFTY NEXT 50","10 Jun 2019","43.26","4.09","0.92"
"NIFTY NEXT 50","07 Jun 2019","43.14","4.08","0.92"
"NIFTY NEXT 50","06 Jun 2019","43.13","4.07","0.92"
"NIFTY NEXT 50","04 Jun 2019","44.07","4.16","0.90"
"NIFTY NEXT 50","03 Jun 2019","44.34","4.19","0.89"
"NIFTY NEXT 50","31 May 2019","43.86","4.14","0.90"
"NIFTY NEXT 50","30 May 2019","43.43","4.12","0.91"
"NIFTY NEXT 50","29 May 2019","43.41","4.11","0.91"
"NIFTY NEXT 50","28 May 2019","44.23","4.14","0.90"
"NIFTY NEXT 50","27 May 2019","44.08","4.13","0.91"
"NIFTY NEXT 50","24 May 2019","44.19","4.10","0.91"
"NIFTY NEXT 50","23 May 2019","43.19","4.01","0.93"
"NIFTY NEXT 50","22 May 2019","42.76","3.99","0.94"
"NIFTY NEXT 50","21 May 2019","42.77","3.99","0.94"
"NIFTY NEXT 50","20 May 2019","44.84","4.02","0.93"
"NIFTY NEXT 50","17 May 2019","43.42","3.90","0.96"
"NIFTY NEXT 50","16 May 2019","42.94","3.86","0.97"
"NIFTY NEXT 50","15 May 2019","43.33","3.87","0.97"
"NIFTY NEXT 50","14 May 2019","43.52","3.88","0.96"
"NIFTY NEXT 50","13 May 2019","41.28","3.87","0.97"
"NIFTY NEXT 50","10 May 2019","42.06","3.95","0.95"
"NIFTY NEXT 50","09 May 2019","42.73","3.96","0.95"
"NIFTY NEXT 50","08 May 2019","42.85","3.97","0.94"
"NIFTY NEXT 50","07 May 2019","43.51","4.01","0.93"
"NIFTY NEXT 50","06 May 2019","43.80","4.04","0.93"
"NIFTY NEXT 50","03 May 2019","44.34","4.09","0.92"
"NIFTY NEXT 50","02 May 2019","44.54","4.11","0.91"
"NIFTY NEXT 50","30 Apr 2019","44.62","4.12","0.91"
"NIFTY NEXT 50","26 Apr 2019","44.81","4.14","0.90"
"NIFTY NEXT 50","25 Apr 2019","44.80","4.14","0.91"
"NIFTY NEXT 50","24 Apr 2019","45.03","4.16","0.90"
"NIFTY NEXT 50","23 Apr 2019","44.90","4.14","0.91"
"NIFTY NEXT 50","22 Apr 2019","44.95","4.14","0.91"
"NIFTY NEXT 50","18 Apr 2019","45.77","4.22","0.89"
"NIFTY NEXT 50","16 Apr 2019","45.97","4.24","0.89"
"NIFTY NEXT 50","15 Apr 2019","45.73","4.21","0.89"
"NIFTY NEXT 50","12 Apr 2019","45.39","4.17","0.90"
"NIFTY NEXT 50","11 Apr 2019","45.19","4.15","0.90"
"NIFTY NEXT 50","10 Apr 2019","45.05","4.14","0.90"
"NIFTY NEXT 50","09 Apr 2019","45.19","4.15","0.90"
"NIFTY NEXT 50","08 Apr 2019","45.02","4.13","0.91"
"NIFTY NEXT 50","05 Apr 2019","45.18","4.15","0.90"
"NIFTY NEXT 50","04 Apr 2019","44.83","4.13","0.91"
"NIFTY NEXT 50","03 Apr 2019","44.85","4.13","0.91"
"NIFTY NEXT 50","02 Apr 2019","45.02","4.15","0.90"
"NIFTY NEXT 50","01 Apr 2019","45.33","4.18","0.90"
"NIFTY NEXT 50","29 Mar 2019","45.45","4.17","0.90"
"NIFTY NEXT 50","28 Mar 2019","44.11","3.94","0.87"
"NIFTY NEXT 50","27 Mar 2019","43.71","3.91","0.88"
"NIFTY NEXT 50","26 Mar 2019","43.81","3.91","0.87"
"NIFTY NEXT 50","25 Mar 2019","43.40","3.88","0.88"
"NIFTY NEXT 50","22 Mar 2019","43.93","3.92","0.87"
"NIFTY NEXT 50","20 Mar 2019","44.25","3.95","0.86"
"NIFTY NEXT 50","19 Mar 2019","44.40","3.97","0.86"
"NIFTY NEXT 50","18 Mar 2019","44.26","3.95","0.86"
"NIFTY NEXT 50","15 Mar 2019","44.16","3.95","0.87"
"NIFTY NEXT 50","14 Mar 2019","44.22","3.97","0.88"
"NIFTY NEXT 50","13 Mar 2019","44.39","3.99","0.87"
"NIFTY NEXT 50","12 Mar 2019","44.64","4.01","0.87"
"NIFTY NEXT 50","11 Mar 2019","44.45","3.99","0.87"
"NIFTY NEXT 50","08 Mar 2019","43.45","3.90","0.89"
"NIFTY NEXT 50","07 Mar 2019","43.26","3.90","0.89"
"NIFTY NEXT 50","06 Mar 2019","43.46","3.92","0.89"
"NIFTY NEXT 50","05 Mar 2019","43.13","3.89","0.90"
"NIFTY NEXT 50","01 Mar 2019","42.27","3.82","0.91"
"NIFTY NEXT 50","28 Feb 2019","41.74","3.77","0.92"
"NIFTY NEXT 50","27 Feb 2019","41.42","3.74","0.93"
"NIFTY NEXT 50","26 Feb 2019","41.25","3.72","0.94"
"NIFTY NEXT 50","25 Feb 2019","41.18","3.73","0.93"
"NIFTY NEXT 50","22 Feb 2019","41.00","3.71","0.94"
"NIFTY NEXT 50","21 Feb 2019","40.68","3.64","0.95"
"NIFTY NEXT 50","20 Feb 2019","40.55","3.62","0.95"
"NIFTY NEXT 50","19 Feb 2019","39.67","3.57","0.97"
"NIFTY NEXT 50","18 Feb 2019","39.60","3.56","0.97"
"NIFTY NEXT 50","15 Feb 2019","39.95","3.59","0.96"
"NIFTY NEXT 50","14 Feb 2019","40.65","3.66","0.94"
"NIFTY NEXT 50","13 Feb 2019","40.46","3.64","0.95"
"NIFTY NEXT 50","12 Feb 2019","38.84","3.68","0.94"
"NIFTY NEXT 50","11 Feb 2019","39.06","3.70","0.93"
"NIFTY NEXT 50","08 Feb 2019","39.50","3.74","0.92"
"NIFTY NEXT 50","07 Feb 2019","40.12","3.80","0.91"
"NIFTY NEXT 50","06 Feb 2019","39.65","3.75","0.92"
"NIFTY NEXT 50","05 Feb 2019","39.45","3.72","0.93"
"NIFTY NEXT 50","04 Feb 2019","39.73","3.75","0.92"
"NIFTY NEXT 50","01 Feb 2019","40.14","3.78","0.91"
"NIFTY NEXT 50","31 Jan 2019","39.76","3.74","0.92"
"NIFTY NEXT 50","30 Jan 2019","39.74","3.72","0.93"
"NIFTY NEXT 50","29 Jan 2019","39.75","3.72","0.93"
"NIFTY NEXT 50","28 Jan 2019","39.81","3.72","0.93"
"NIFTY NEXT 50","25 Jan 2019","40.56","3.79","0.91"
"NIFTY NEXT 50","24 Jan 2019","41.17","3.84","0.90"
"NIFTY NEXT 50","23 Jan 2019","40.85","3.85","0.90"
"NIFTY NEXT 50","22 Jan 2019","41.09","3.87","0.89"
"NIFTY NEXT 50","21 Jan 2019","40.93","3.85","0.89"
"NIFTY NEXT 50","18 Jan 2019","41.06","3.87","0.89"
"NIFTY NEXT 50","17 Jan 2019","41.51","3.91","0.88"
"NIFTY NEXT 50","16 Jan 2019","41.74","3.91","0.88"
"NIFTY NEXT 50","15 Jan 2019","41.72","3.91","0.88"
"NIFTY NEXT 50","14 Jan 2019","41.42","3.88","0.89"
"NIFTY NEXT 50","11 Jan 2019","41.71","3.91","0.88"
"NIFTY NEXT 50","10 Jan 2019","41.85","3.92","0.88"
"NIFTY NEXT 50","09 Jan 2019","41.67","3.90","0.88"
"NIFTY NEXT 50","08 Jan 2019","41.68","3.90","0.88"
"NIFTY NEXT 50","07 Jan 2019","41.71","3.91","0.88"
"NIFTY NEXT 50","04 Jan 2019","41.73","3.91","0.88"
"NIFTY NEXT 50","03 Jan 2019","41.66","3.90","0.88"
"NIFTY NEXT 50","02 Jan 2019","41.96","3.93","0.88"
"NIFTY NEXT 50","01 Jan 2019","42.32","3.96","0.87"
"NIFTY NEXT 50","31 Dec 2018","42.42","3.97","0.87"
"NIFTY NEXT 50","28 Dec 2018","42.25","4.01","0.93"
"NIFTY NEXT 50","27 Dec 2018","41.55","3.93","0.94"
"NIFTY NEXT 50","26 Dec 2018","41.46","3.92","0.95"
"NIFTY NEXT 50","24 Dec 2018","41.31","3.91","0.95"
"NIFTY NEXT 50","21 Dec 2018","41.90","3.97","0.94"
"NIFTY NEXT 50","20 Dec 2018","42.48","4.02","0.92"
"NIFTY NEXT 50","19 Dec 2018","42.72","4.04","0.92"
"NIFTY NEXT 50","18 Dec 2018","42.13","3.99","0.93"
"NIFTY NEXT 50","17 Dec 2018","41.92","3.97","0.94"
"NIFTY NEXT 50","14 Dec 2018","41.60","3.94","0.94"
"NIFTY NEXT 50","13 Dec 2018","41.46","3.92","0.95"
"NIFTY NEXT 50","12 Dec 2018","41.04","3.88","0.96"
"NIFTY NEXT 50","11 Dec 2018","40.14","3.80","0.98"
"NIFTY NEXT 50","10 Dec 2018","39.52","3.75","1.01"
"NIFTY NEXT 50","07 Dec 2018","40.25","3.82","0.99"
"NIFTY NEXT 50","06 Dec 2018","40.08","3.80","0.99"
"NIFTY NEXT 50","05 Dec 2018","40.72","3.86","0.98"
"NIFTY NEXT 50","04 Dec 2018","41.30","3.91","0.96"
"NIFTY NEXT 50","03 Dec 2018","41.42","3.92","0.96"
"NIFTY NEXT 50","30 Nov 2018","41.29","3.91","0.96"
"NIFTY NEXT 50","29 Nov 2018","40.99","3.88","0.97"
"NIFTY NEXT 50","28 Nov 2018","40.68","3.85","0.98"
"NIFTY NEXT 50","27 Nov 2018","40.91","3.87","0.97"
"NIFTY NEXT 50","26 Nov 2018","38.97","3.87","0.97"
"NIFTY NEXT 50","22 Nov 2018","38.62","3.85","0.98"
"NIFTY NEXT 50","21 Nov 2018","39.19","3.88","0.97"
"NIFTY NEXT 50","20 Nov 2018","38.85","3.85","0.98"
"NIFTY NEXT 50","19 Nov 2018","39.44","3.91","1.00"
"NIFTY NEXT 50","16 Nov 2018","39.23","3.88","1.01"
"NIFTY NEXT 50","15 Nov 2018","39.08","3.87","1.01"
"NIFTY NEXT 50","14 Nov 2018","38.93","3.85","1.02"
"NIFTY NEXT 50","13 Nov 2018","38.89","3.85","1.02"
"NIFTY NEXT 50","12 Nov 2018","38.79","3.84","1.02"
"NIFTY NEXT 50","09 Nov 2018","39.24","3.89","1.01"
"NIFTY NEXT 50","07 Nov 2018","39.19","3.87","1.01"
"NIFTY NEXT 50","06 Nov 2018","38.93","3.84","1.02"
"NIFTY NEXT 50","05 Nov 2018","39.17","3.86","1.01"
"NIFTY NEXT 50","02 Nov 2018","39.05","3.85","1.02"
"NIFTY NEXT 50","01 Nov 2018","38.47","3.79","1.03"
"NIFTY NEXT 50","31 Oct 2018","38.23","3.77","1.04"
"NIFTY NEXT 50","30 Oct 2018","37.60","3.72","1.05"
"NIFTY NEXT 50","29 Oct 2018","37.59","3.70","1.06"
"NIFTY NEXT 50","26 Oct 2018","36.73","3.62","1.08"
"NIFTY NEXT 50","25 Oct 2018","36.60","3.61","1.08"
"NIFTY NEXT 50","24 Oct 2018","36.45","3.66","1.07"
"NIFTY NEXT 50","23 Oct 2018","36.32","3.65","1.07"
"NIFTY NEXT 50","22 Oct 2018","36.79","3.70","1.06"
"NIFTY NEXT 50","19 Oct 2018","36.95","3.72","1.05"
"NIFTY NEXT 50","17 Oct 2018","37.27","3.75","1.04"
"NIFTY NEXT 50","16 Oct 2018","38.11","3.83","1.02"
"NIFTY NEXT 50","15 Oct 2018","37.58","3.78","1.04"
"NIFTY NEXT 50","12 Oct 2018","37.43","3.76","1.04"
"NIFTY NEXT 50","11 Oct 2018","36.65","3.68","1.06"
"NIFTY NEXT 50","10 Oct 2018","37.35","3.75","1.04"
"NIFTY NEXT 50","09 Oct 2018","36.18","3.64","1.08"
"NIFTY NEXT 50","08 Oct 2018","36.37","3.66","1.07"
"NIFTY NEXT 50","05 Oct 2018","36.75","3.69","1.06"
"NIFTY NEXT 50","04 Oct 2018","37.66","3.78","1.03"
"NIFTY NEXT 50","03 Oct 2018","38.25","3.84","1.02"
"NIFTY NEXT 50","01 Oct 2018","38.75","3.89","1.00"
"NIFTY NEXT 50","28 Sep 2018","38.72","3.89","1.01"
"NIFTY NEXT 50","27 Sep 2018","37.37","3.13","1.25"
"NIFTY NEXT 50","26 Sep 2018","38.00","3.18","1.23"
"NIFTY NEXT 50","25 Sep 2018","37.89","3.22","1.24"
"NIFTY NEXT 50","24 Sep 2018","37.54","3.19","1.26"
"NIFTY NEXT 50","21 Sep 2018","38.71","3.29","1.22"
"NIFTY NEXT 50","19 Sep 2018","39.51","3.36","1.19"
"NIFTY NEXT 50","18 Sep 2018","39.68","3.37","1.19"
"NIFTY NEXT 50","17 Sep 2018","41.97","3.34","1.18"
"NIFTY NEXT 50","14 Sep 2018","42.33","3.37","1.17"
"NIFTY NEXT 50","12 Sep 2018","41.54","3.31","1.19"
"NIFTY NEXT 50","11 Sep 2018","41.35","3.30","1.19"
"NIFTY NEXT 50","10 Sep 2018","42.12","3.36","1.17"
"NIFTY NEXT 50","07 Sep 2018","42.87","3.42","1.15"
"NIFTY NEXT 50","06 Sep 2018","42.40","3.38","1.16"
"NIFTY NEXT 50","05 Sep 2018","42.10","3.36","1.17"
"NIFTY NEXT 50","04 Sep 2018","42.33","3.38","1.17"
"NIFTY NEXT 50","03 Sep 2018","43.66","3.48","1.13"
"NIFTY NEXT 50","31 Aug 2018","43.99","3.51","1.12"
"NIFTY NEXT 50","30 Aug 2018","44.70","3.49","1.13"
"NIFTY NEXT 50","29 Aug 2018","44.53","3.48","1.13"
"NIFTY NEXT 50","28 Aug 2018","44.22","3.56","1.16"
"NIFTY NEXT 50","27 Aug 2018","44.20","3.56","1.16"
"NIFTY NEXT 50","24 Aug 2018","44.09","3.53","1.17"
"NIFTY NEXT 50","23 Aug 2018","45.41","3.54","1.17"
"NIFTY NEXT 50","21 Aug 2018","45.15","3.51","1.17"
"NIFTY NEXT 50","20 Aug 2018","44.96","3.50","1.18"
"NIFTY NEXT 50","17 Aug 2018","44.44","3.46","1.19"
"NIFTY NEXT 50","16 Aug 2018","43.78","3.41","1.21"
"NIFTY NEXT 50","14 Aug 2018","44.10","3.43","1.20"
"NIFTY NEXT 50","13 Aug 2018","43.86","3.41","1.21"
"NIFTY NEXT 50","10 Aug 2018","43.57","3.45","1.20"
"NIFTY NEXT 50","09 Aug 2018","43.90","3.48","1.19"
"NIFTY NEXT 50","08 Aug 2018","43.80","3.46","1.19"
"NIFTY NEXT 50","07 Aug 2018","44.18","3.46","1.19"
"NIFTY NEXT 50","06 Aug 2018","44.20","3.46","1.19"
"NIFTY NEXT 50","03 Aug 2018","46.03","3.46","1.19"
"NIFTY NEXT 50","02 Aug 2018","46.48","3.43","1.20"
"NIFTY NEXT 50","01 Aug 2018","46.61","3.44","1.20"
"NIFTY NEXT 50","31 Jul 2018","46.46","3.43","1.20"
"NIFTY NEXT 50","30 Jul 2018","46.23","3.42","1.21"
"NIFTY NEXT 50","27 Jul 2018","45.75","3.38","1.22"
"NIFTY NEXT 50","26 Jul 2018","45.39","3.38","1.17"
"NIFTY NEXT 50","25 Jul 2018","44.97","3.35","1.18"
"NIFTY NEXT 50","24 Jul 2018","45.01","3.36","1.18"
"NIFTY NEXT 50","23 Jul 2018","43.88","3.27","1.21"
"NIFTY NEXT 50","20 Jul 2018","43.15","3.22","1.23"
"NIFTY NEXT 50","19 Jul 2018","42.90","3.22","1.20"
"NIFTY NEXT 50","18 Jul 2018","43.14","3.24","1.19"
"NIFTY NEXT 50","17 Jul 2018","43.63","3.28","1.18"
"NIFTY NEXT 50","16 Jul 2018","43.14","3.24","1.19"
"NIFTY NEXT 50","13 Jul 2018","44.15","3.32","1.16"
"NIFTY NEXT 50","12 Jul 2018","44.36","3.33","1.16"
"NIFTY NEXT 50","11 Jul 2018","44.44","3.34","1.16"
"NIFTY NEXT 50","10 Jul 2018","44.81","3.37","1.15"
"NIFTY NEXT 50","09 Jul 2018","44.33","3.33","1.16"
"NIFTY NEXT 50","06 Jul 2018","44.01","3.31","1.17"
"NIFTY NEXT 50","05 Jul 2018","43.78","3.29","1.17"
"NIFTY NEXT 50","04 Jul 2018","43.95","3.30","1.17"
"NIFTY NEXT 50","03 Jul 2018","44.04","3.31","1.17"
"NIFTY NEXT 50","02 Jul 2018","40.58","3.30","1.17"
"NIFTY NEXT 50","29 Jun 2018","40.93","3.32","1.16"
"NIFTY NEXT 50","28 Jun 2018","39.96","3.27","1.21"
"NIFTY NEXT 50","27 Jun 2018","40.46","3.31","1.20"
"NIFTY NEXT 50","26 Jun 2018","41.36","3.36","1.18"
"NIFTY NEXT 50","25 Jun 2018","32.30","3.35","1.19"
